,speaker,background,speech,type,gender,debate,day,order,PERSON,ORG,GPE,NORP,LAW,LOC,polarity_sentiment
3168,Jay Inslee,,"We cannot work it out. We cannot work this out. The time is up. Our house is on fire. We have to stop using coal in 10 years, and we need a president to do it or it won't get done. Get off coal. Save this country and the planet. That's what I'm for.",Candidate,male,2,2,588,,,,,,,0.0
3170,Kamala Harris,,"I mean, I have to agree with Governor Inslee. And I'm going to just paraphrase one of your great sayings, Governor, which is we currently have a president in the White House who obviously does not understand the science. He's been pushing science fiction instead of science fact. The guy thinks that wind turbines cause cancer, but what in fact they cause is jobs.",Candidate,female,2,2,590,Inslee;,the White House;,,,,,0.0975
3171,Kamala Harris,,"And the reality is that I would take any Democrat on this stage over the current president of the United States, who is rolling it back to our collective peril. We must have and adopt a Green New Deal. On day one as president...",Candidate,female,2,2,591,,,the United States;,Democrat;,,,-0.015909090909090914
3173,Kamala Harris,,... I would re-enter us in the Paris agreement.,Candidate,female,2,2,593,,,Paris;,,,,0.0
3175,Kamala Harris,,And put in place so we would be carbon neutral by 2030.,Candidate,female,2,2,595,,,,,,,0.0
3177,Kirsten Gillibrand,,So the first thing that I'm going to do when I'm president is I'm going to Clorox the Oval Office.,Candidate,female,2,2,597,,the Oval Office;Clorox;,,,,,0.25
3179,Kirsten Gillibrand,,"The second thing I'm going to do is I will reengage on global climate change. And I will not only sign the Paris global climate accords, but I will lead a worldwide conversation about the urgency of this crisis.",Candidate,female,2,2,599,,,Paris;,,,,0.0
3180,Kirsten Gillibrand,,"The greatest threat to humanity is global climate change. I visited a family in Iowa who -- water spewed into her home, Fran Parr, it tossed her refrigerator upend, all the furniture was broken, all the dishes were broken, and mud was everywhere. That is the impact of severe weather right now on families' lives.",Candidate,female,2,2,600,Fran Parr;,,Iowa;,,,,0.09714285714285713
3181,Kirsten Gillibrand,,"And so the truth is, we need a robust solution. When John F. Kennedy said I want to put a man on the moon in the next 10 years, not because it's easy, but because it's hard, he knew it was going to be a measure of our innovation, our success, our ability to galvanize worldwide competition.",Candidate,female,2,2,601,John F. Kennedy;,,,,,,0.11041666666666666
3182,Kirsten Gillibrand,,He wanted to have a space race with Russia. Why not have a green energy race with China? Why not have clean air and clean water for all Americans?,Candidate,female,2,2,602,,,China;Russia;,Americans;,,,0.1777777777777778
3184,Kirsten Gillibrand,,Why not rebuild our infrastructure? Why not actually invest in the green jobs? That's what the Green New Deal is about.,Candidate,female,2,2,604,,the Green New Deal;,,,,,-0.06590909090909092
3186,Kirsten Gillibrand,,"Not only will I pass it, but I will put a price on carbon to make market forces help us.",Candidate,female,2,2,606,,,,,,,0.0
3189,Tulsi Gabbard,,"Well, first of all, this is personal. If you can imagine, I grew up in Hawaii, which is the most remote island chain in the world. So for us growing up there, protecting our environment was not a political issue, it's a way of life. It's part of our culture. It's part of who we are.",Candidate,female,2,2,609,,,Hawaii;,,,,0.13
3190,Tulsi Gabbard,,"This is why, as a member of Congress, long before there was ever a Green New Deal, I introduced the most ambitious climate change legislation ever in Congress called the Off Fossil Fuels Act. That actually laid out an actionable plan to take us from where we are today to transition off of fossil fuels and invest in green renewable energy, invest in workforce training, invest in the kinds of infrastructure that we need to deal with the problems and the challenges that climate is posing to us today.",Candidate,female,2,2,610,,the Off Fossil Fuels Act;Congress;Congress;,,,,,0.06233766233766234
3193,Cory Booker,,"I just want to take, first of all, a step back and say that I agree wholeheartedly with Governor Inslee. It's one of the reasons why Greenpeace ranks me and him at the top of this entire field of the candidates on climate.",Candidate,male,2,2,613,Inslee;,Greenpeace;,,,,,0.1875
3194,Jay Inslee,,"Second, Cory. Second, but close. You're just close.",Candidate,male,2,2,614,Cory;,,,,,,0.0
3196,Cory Booker,,"I'm -- hey, hey. I want to say very clearly -- thank you, man. Thank you. I'll try harder.",Candidate,male,2,2,616,,,,,,,0.015000000000000013
3197,Cory Booker,,"Look, the reason why is because, first of all, this problem didn't start yesterday. Science didn't become a reality yesterday. This has been going on for years. There was another president that would not join an international accord. Then it was the Kyoto accords. I was mayor then.",Candidate,male,2,2,617,,Science;,,,the Kyoto accords;,,0.125
3198,Cory Booker,,"And I stood up in national leadership joining with other mayors to say climate change is not a separate issue. It must be the issue and the lens with which we view every issue. Nobody should get applause for rejoining the Paris climate accords. That is kindergarten. We have to go to far advances and make sure that everything from our trade deals, everything from the billions of dollars we spend to foreign aid, everything must be sublimated to the challenge and the crisis that is existential, which is dealing with the climate threat.",Candidate,male,2,2,618,,,Paris;,,,,0.0875
3199,Cory Booker,,"And, yes, the majority of this problem is outside the United States, but the only way we're going to deal with this is if the United States leads.",Candidate,male,2,2,619,,,the United States;the United States;,,,,0.0
3205,Bill de Blasio,,"We have a huge problem, and it's decades old in New York. But here's what we've done about it. We've declared the eradication of all lead, literally ending the notion of lead poisoning once and all as the goal of our administration, and we're doing something about it.",Candidate,male,2,2,625,,,New York;,,,,0.21212121212121215
3206,Bill de Blasio,,"Lead poisoning has gone down 90 percent since 2005, and we're going to literally bring it down to zero, because we're going to go into every place, buildings, schools, public housing, and take out that lead, remediate that lead once and for all, and that needs to be done all over this country.",Candidate,male,2,2,626,,,,,,,-0.10370370370370373
3207,Bill de Blasio,,"Now, the federal government used to not take any responsibility for our public housing. For decades they've been disinvesting in the public housing that was supposed to be a federal responsibility. That's part of why we have this lead crisis to begin with.",Candidate,male,2,2,627,,,,,,,0.0
3208,Bill de Blasio,,"But I'll tell you what you do when you're actually in charge of something. I'm in charge of the largest city in this nation. You do not accept the status quo. You fix it. And so we are going into every one of those apartments to make sure those children and those families are safe, and then we are going to eradicate that lead once and for all. And there should be a federal mandate to do the same for Flint, for Detroit, for every place in this country.",Candidate,male,2,2,628,,,Detroit;Flint;,,,,0.25
3210,Bill de Blasio,,It can be done.,Candidate,male,2,2,630,,,,,,,0.0
3213,Julian Castro,,"Well, because people don't have to wonder what I would do; I've actually done it. I was secretary of housing and urban development when Flint had its water crisis. I went to Flint. We did what we could to help folks get water filters.",Candidate,male,2,2,633,,,Flint;Flint;,,,,0.0
